"folderlist$BookmarkFolder","BookMark","BookMarkDescription"
"Govt Data","http://www.bls.gov/data/inflation_calculator.htm","Inflation Calculator: Bureau of Labor Statistics"
"Govt Data","http://projects.propublica.org/recovery/","ProPublica Recovery Tracker"
"Govt Data","http://nces.ed.gov/ipeds/reic/definitions.asp","The Integrated Postsecondary Education Data System - Definitions for New Race and Ethnicity Categories"
"Govt Data","http://thegovlab.org/","The Governance Lab @ NYUThe Governance Lab @ NYU"
"Govt Data","https://www.govtrack.us/about/analysis#ideology","GovTrack.us Analysis Methodology"
"Govt Data","http://www.stephenhicks.org/2013/11/18/european-country-data-on-the-minimum-wage/","Stephen Hicks, Ph.D. » European country data on the minimum wage"
"Govt Data","http://highereddatastories.blogspot.com/2013/12/how-much-do-we-pay-public-school.html","Higher Ed Data Stories: How Much Do We Pay Public School Teachers?"
"Govt Data","http://nces.ed.gov/programs/digest/d13/tables/dt13_211.60.asp","Estimated average annual salary of teachers in public elementary and secondary schools, by state: Selected years, 1969-70 through 2012-13"
"Govt Data","http://www.data-mania.com/index.php/easyblog/160-awesome-open-data-resources","Awesome Open Data Resources from the UN, World Bank, and Harvard University"
"Govt Data","http://statistical-research.com/links-and-downloads/data-downloads/","Data Downloads | Statistical Research"
"Govt Data","http://www.nij.gov/topics/crime/gun-violence/Pages/welcome.aspx","Gun Violence | National Institute of Justice"
"Govt Data","http://earthquake.usgs.gov/earthquakes/eventpage/usc000pgsi#summary","M6.6 - 11km ESE of Nandaime, Nicaragua 2014-04-11 20:29:15 UTC"
"NFL Data","http://www.nfl.com/stats/categorystats?archive=true&conference=null&role=TM&offensiveStatisticCategory=SCORING&defensiveStatisticCategory=null&season=2011&seasonType=REG&tabSeq=2&qualified=false&Submit=Go","NFL Stats: by Team Category"
"NFL Data","http://insider.espn.go.com/nfl/story/_/id/8913160/nfl-very-early-look-2013-nfl-playoff-picture","NFL - A very early look at the 2013 NFL playoff picture - ESPN"
"NFL Data","http://www.footballoutsiders.com/stats/ol","FOOTBALL OUTSIDERS: Innovative Statistics, Intelligent Analysis | 2012 OFFENSIVE LINES"
"NFL Data","http://www.footballoutsiders.com/info/glossary#asr","FOOTBALL OUTSIDERS: Innovative Statistics, Intelligent Analysis | Football Outsiders Glossary"
"NFL Data","http://espn.go.com/blog/nfcnorth/post/_/id/53154/lions-the-calvin-johnson-effect","Lions: The Calvin Johnson Effect - NFC North Blog - ESPN"
"NFL Data","http://sports.yahoo.com/news/adding-perspective-nfl-combine-results-040000803--nfl.html","Adding Perspective to NFL Combine Results: Part 2 - Yahoo! Sports"
"NFL Data","http://www.draftmetrics.com/","DRAFTMETRICS | NFL Draft and Team Building Information"
"NFL Data","http://sports.yahoo.com/news/combine-chronicles-defensive-tackles-163000076--nfl.html","The Combine Chronicles: Defensive Tackles - Yahoo! Sports"
"NFL Data","http://www.nationalfootballpost.com/Adding-Perspective-to-NFL-Combine-Results-Part-1.html","Adding Perspective to NFL Combine Results: Part 1 | National Football Post"
"NFL Data","http://www.nfl.com/history","NFL.com History"
"NFL Data","https://twitter.com/ProFBLogic","ProFootballLogic (ProFBLogic) on Twitter"
"NFL Data","http://www.footballoutsiders.com/stat-analysis/2013/lewin-career-forecast-2013","FOOTBALL OUTSIDERS: Innovative Statistics, Intelligent Analysis | Lewin Career Forecast 2013"
"NFL Data","http://www.sloansportsconference.com/wp-content/uploads/2013/Going%20for%20Three%20Predicting%20the%20Likelihood%20of%20Field%20Goal%20Success%20with%20Logistic%20Regression.pdf","template for UP 2008 proceedings - Going for Three Predicting the Likelihood of Field Goal Success with Logistic Regression.pdf"
"NFL Data","http://espn.go.com/blog/nflnation/post/_/id/73338/an-adjusted-view-of-mason-crosbys-career","An adjusted view of Mason Crosby&#39;s career - NFL Nation Blog - ESPN"
"NFL Data","http://www.nationalfootballpost.com/The-real-seven-rounds-of-the-NFL-draft.html","The real seven rounds of the NFL draft | National Football Post"
"NFL Data","http://sports.yahoo.com/news/digging-deeper-draft-probabilities-093209532--nfl.html","Digging deeper into draft probabilities - Yahoo! Sports"
"NFL Data","http://sulia.com/channel/chicago-bears/f/5f67b4ac-e375-4d85-aeaa-d4af2f5d37df/?source=twitter","Brad Biggs&#39;s post on Chicago Bears | Latest updates on Sulia"
"NFL Data","http://sports.yahoo.com/news/money-nfl-draft-140046343--nfl.html","Money and the NFL draft - Yahoo! Sports"
"NFL Data","http://espn.go.com/blog/nflnation/post/_/id/74658/about-that-old-nfl-draft-pick-value-chart","About that old NFL draft-pick value chart - NFL Nation Blog - ESPN"
"NFL Data","http://www.sbnation.com/nfl/2013/3/22/4131506/nfl-power-rankings-2013-offseason-free-agency-broncos-saints-patriots","NFL Un-Power Rankings: The first is worst - SBNation.com"
"NFL Data","http://sports.yahoo.com/news/retaining-starters-free-agent-activity-093018379--nfl.html","Retaining starters and free agent activity: Part 3 - Yahoo! Sports"
"NFL Data","http://sports.yahoo.com/news/round-draft-picks-key-success-093020455--nfl.html","Late round draft picks: The key to success? - Yahoo! Sports"
"NFL Data","http://sports.yahoo.com/news/draft-tendencies-nfl-teams-143040698--nfl.html","Draft tendencies of NFL teams - Yahoo! Sports"
"NFL Data","http://www.cbssports.com/nfl/draft","2013 NFL Draft - CBSSports.com - NFLDraftScout.com"
"NFL Data","http://sports.yahoo.com/news/draft-choices-big-time-programs-093224118--nfl.html","Are draft choices from big-time programs less risky? - Yahoo! Sports"
"NFL Data","http://sports.yahoo.com/news/urgency-index-093038453--nfl.html","The Urgency Index - Yahoo! Sports"
"NFL Data","http://sports.yahoo.com/news/draft-strategy-move-move-down-093639639--nfl.html","Draft strategy: Move up or move down? - Yahoo! Sports"
"NFL Data","http://sports.yahoo.com/news/retaining-starters-free-agent-activity-170637345--nfl.html","Retaining starters and free agent activity: Part 5 - Yahoo! Sports"
"NFL Data","http://espn.go.com/blog/nfcwest/post/_/id/95011/about-that-old-nfl-draft-pick-value-chart","About that old NFL draft-pick value chart - NFC West Blog - ESPN"
"NFL Data","http://overthecap.com/the-financial-impacts-of-the-draft-day-trades/","The Financial Impacts of the Draft Day Trades - Over the Cap"
"NFL Data","http://www.hamilton.edu/news/story/em-chicago-sun-times-em-features-weir-12-and-wu-nfl-draft-study","&lt;em&gt;Chicago Sun-Times&lt;/em&gt; Features Weir &#39;12 and Wu NFL Draft Study - News, Sports, Events - Hamilton College"
"NFL Data","http://harvardsportsanalysis.wordpress.com/2011/11/30/how-to-value-nfl-draft-picks/","How to Value NFL Draft Picks | The Harvard College Sports Analysis Collective"
"NFL Data","http://web.cs.wpi.edu/~cew/papers/nfldraft13.pdf","nfldraft13.pdf"
"NFL Data","http://www.nationalfootballpost.com/Get-to-know-your-2013-NFL-Draft-class.html","Get to know your 2013 NFL Draft class | National Football Post"
"NFL Data","http://chartsnthings.tumblr.com/post/49236510636/charting-skill-and-chance-in-the-n-f-l-draft","chartsnthings - Charting Skill and Chance in the N.F.L. Draft"
"NFL Data","http://espn.go.com/blog/nfcwest/post/_/id/99159/how-many-victories-qbs-are-really-worth","How many victories QBs are really worth - NFC West Blog - ESPN"
"NFL Data","http://espn.go.com/blog/nfcnorth/post/_/id/56266/video-qbr-and-wins-above-average","Video: QBR and wins above average - NFC North Blog - ESPN"
"NFL Data","http://espn.go.com/blog/nfcnorth/post/_/id/56447/bears-jay-cutlers-time-in-the-pocket","Bears: Jay Cutler&#39;s time in the pocket - NFC North Blog - ESPN"
"NFL Data","http://espn.go.com/blog/nfcnorth/post/_/id/56456/mailbag-time-in-pocket-for-all-nfcn-qbs","Mailbag: Time in pocket for all NFCN QBs - NFC North Blog - ESPN"
"NFL Data","http://espn.go.com/nfl/story/_/id/8379024/nfl-explaining-expected-points-metric","NFL - Explaining the expected points metric - ESPN"
"NFL Data","http://espn.go.com/blog/nflnation/post/_/id/77174/betting-on-sam-bradford-hype-vs-reality","Betting on St. Louis Rams quarterback Sam Bradford: Hype vs. reality - ESPN"
"NFL Data","http://www.advancednflstats.com/","Advanced NFL Stats"
"NFL Data","http://www.youtube.com/watch?feature=player_detailpage&v=oluZDnY7Bwk#t=589s","SSAC13: Monday Morning Quarterback - YouTube"
"NFL Data","http://sports.yahoo.com/news/magic-number-50-093107593--nfl.html","The magic number is 50 - Yahoo! Sports"
"NFL Data","http://www.csnchicago.com/bears-talk/bears-hire-director-analytics-mitchell-tanney","Bears hire Director of Analytics Mitchell Tanney | CSN Chicago"
"NFL Data","http://www.chicagotribune.com/sports/football/bears/chi-bears-director-analytics-20130619,0,7088286.story","Bears&#39; Emery emphasizes analytics with new hire - chicagotribune.com"
"NFL Data","http://www.tableausoftware.com/public/gallery/are-you-ready-some-football","Are You Ready For Some Football? | Tableau Public"
"NFL Data","http://www.grantland.com/story/_/id/9459928/which-losing-nfl-teams-poised-make-playoffs","Which losing NFL teams are poised to make the playoffs? - Grantland"
"NFL Data","http://www.chicagotribune.com/sports/football/bears/ct-spt-0708-bears-chicago-questions-20130708,0,5157531,full.story","Chicago Bears: 10 questions facing the Chicago Bears entering training camp - chicagotribune.com"
"NFL Data","http://www.hubarkush.com/index.xml","Chicago football news, NFL top stories, rumors and analysis | HubArkush.com"
"NFL Data","http://www.chicagotribune.com/sports/columnists/ct-spt-0802-bears-pompei-chicago-20130802,0,2637432.column","Chicago Bears: Mitch Tanney knows the scores behind the score - chicagotribune.com"
"NFL Data","http://www.footballzebras.com/","Football Zebras.com | Analysis and commentary of the NFL&#39;s officials and the calls they make"
"NFL Data","http://espn.go.com/blog/nflnation/post/_/id/83644/inside-slant-tracking-nfl-officials","Inside Slant: Tracking NFL officials - NFL Nation Blog - ESPN"
"NFL Data","http://insider.espn.go.com/fantasy/football/story/_/id/9661182/fantasy-football-2013-reggie-bush-larry-fitzgerald-players-most-td-opportunities","Fantasy Football 2013 - Reggie Bush, Larry Fitzgerald among players with most TD opportunities - Fantasy Football - ESPN"
"NFL Data","http://www.footballproject.com/downloads/","FootballProject.com - Play by Play Data for Pro Football Games"
"NFL Data","https://www.profootballfocus.com/pff-fantasy/","PFF Fantasy | ProFootballFocus.com"
"NFL Data","http://basketfootball.com/matthew-stafford-is-1-23-vs-teams-with-a-winning-record/","Matthew Stafford is 1-23 vs Teams With Winning Records - BasketFootBall.com"
"NFL Data","http://www.footballperspective.com/","Football Perspective"
"NFL Data","http://espn.go.com/blog/nflnation/post/_/id/111137/inside-slant-final-2013-quarterback-report","Inside Slant: Final 2013 Quarterback Report - NFL Nation Blog - ESPN"
"NFL Data","http://benchwarmersfootballforum.blogspot.com/?m=1","The Benchwarmer&#39;s Football Forum"
"NFL Data","http://espn.go.com/chicago/nfl/story/_/id/10676481/jared-allen-makes-chicago-bears-defense-scary-again?ex_cid=espnapi_public","Jared Allen makes Chicago Bears defense scary again - ESPN Chicago"
"NFL Data","http://espn.go.com/nfl/draft/combine","2014 NFL Combine Results - Top 100 Players - NFL DraftTracker - ESPN"
"NFL Data","http://insider.espn.go.com/nfl/draft/history?year=2014&round=1&team=-1&college=-1&x=17&y=3&position=-1&procoach=-1&highschoolstate=-1&award=-1&collegecoach=-1&highschool=-1","2014 NFL Draft Pick History and Results - National Football League - ESPN"
"NFL Data","https://www.profootballfocus.com/about/grading/","Grading | ProFootballFocus.com"
"NFL Data","http://insider.espn.go.com/nfl/draft/rankings","2014 NFL Draft Player Rankings - National Football League - ESPN"
"NFL Data","http://mmqb.si.com/2014/04/24/making-of-2014-nfl-schedule/","2014 NFL schedule: Behind the scenes of how four men get it made | The MMQB with Peter King"
"NFL Data","http://espn.go.com/blog/nflnation/post/_/id/124774/nfl-schedule-to-be-announced-wednesday","NFL schedule to be announced Wednesday - NFL Nation Blog - ESPN"
"Fitness","http://www.lane6musclebuilding.com/","Lane 6 Fitness Muscle Building"
"Fitness","http://www.beachbody.com/product/fitness_programs/body-beast-workout.do","Body Beast Workout - Body Beast Is Dedicated to Maximum Muscle Gain &amp; Fat Loss - beachbody.com"
"Fitness","http://hughesfit.com/","Official Site of Ryan Hughes - IFBB Men&#39;s Physique Pro, Fitness Model, Physique Competitor, Fitness Enthusiast, Blast Training System Creator"
"Fitness","http://www.muscleandstrength.com/workouts/kettlebell-dumbbell-hiit-workout","No Kettlebell, No Problem - Dumbbell HIIT Workout | Muscle &amp; Strength"
"Fitness","http://www.muscleandstrength.com/articles/5-reasons-hardgainers-build-muscle?utm_source=social&utm_medium=social&utm_campaign=hardgainer","5 Reasons Why Hardgainers Can’t Gain Weight Or Build Muscle | Muscle &amp; Strength"
"Fitness","http://www.bodybuilding.com/fun/teen-amateur-of-the-week-feminine-figure-with-force.html?mcid=faceweekly","Bodybuilding.com - Teen Amateur Of The Week: Feminine Figure With Force!"
"Fitness","http://www.bodybuilding.com/fun/single-arm-training-the-ab-solution-youve-never-thought-of.html?mcid=facetraining","Bodybuilding.com - Single-Arm Training: The Ab Solution You&#39;ve Never Thought Of"
"Fitness","http://www.bodybuilding.com/fun/over-40-amateur-of-the-week-the-fighting-irish.html?mcid=faceweekly","Bodybuilding.com - Over 40 Amateur Of The Week: The Fighting Irish!"
"Fitness","http://www.bodybuilding.com/fun/mark-wahlbergs-pain-and-gain-workout.html?mcid=facetraining","Bodybuilding.com - Mark Wahlberg&#39;s &#39;Pain &amp; Gain&#39; Workout"
"Fitness","http://www.muscleandfitness.com/videos/training/rich-fronings-crossfit-tip-2-start-competing","Rich Froning&#39;s CrossFit Tip #2: Start Competing | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/benchmark-benching-0","The Benchmark for Benching | Muscle &amp; Fitness"
"Fitness","http://www.muscleandstrength.com/articles/meathead-quiz-muscle-building-knowledge","Mighty Meathead Quiz: Test Your Muscle Building Knowledge | Muscle &amp; Strength"
"Fitness","http://www.muscleandstrength.com/articles/gluten-intolerance-free-diet","Gluten Intolerance: Do You Need A Gluten Free Diet? | Muscle &amp; Strength"
"Fitness","http://www.bodybuilding.com/fun/regress-for-progress-4-alternatives-to-big-lifts.html?mcid=facetraining","Bodybuilding.com - Regress For Progress: 4 Alternatives To The Big Lifts"
"Fitness","http://www.muscleandstrength.com/articles/secrets-to-building-huge-arms.html","Secrets To Building Huge Arms | Muscle &amp; Strength"
"Fitness","http://www.bsnonline.net/info/noxplode.html","BSN® - ADVANCED STRENGTH N.O.-XPLODE™ 2.0"
"Fitness","http://www.youtube.com/watch?v=ptdr3BQLfjc","Top 11 Beachbody Coach Tips - Part 1 - YouTube"
"Fitness","http://www.muscleandstrength.com/articles/build-shoulders-boulders-workout","Build Shoulders Like Boulders Workout | Muscle &amp; Strength"
"Fitness","http://www.bodybuilding.com/fun/no-crunch-six-pack-abs.html?mcid=facetraining","Bodybuilding.com - No-Crunch Six-Pack Abs!"
"Fitness","http://www.bodybuilding.com/fun/kris-gethin-vs-team-grenade-dtp-chest-and-back-workout.html?mcid=facetraining","Bodybuilding.com - Kris Gethin Vs. Team Grenade: DTP Chest And Back Workout"
"Fitness","http://www.bodybuilding.com/fun/bodyweight-bodybuilder-the-mass-building-calisthenic-workout.html?mcid=facetraining","Bodybuilding.com - Bodyweight Bodybuilder: The Mass-Building Calisthenic Workout"
"Fitness","http://www.bodybuilding.com/fun/women-and-weights-8-myths-debunked.html?mcid=facemotivation","Bodybuilding.com - Women And Weights: 8 Myths Debunked!"
"Fitness","http://www.bodybuilding.com/fun/20-ways-to-keep-year-round-abs.html?mcid=facemotivation","Bodybuilding.com - 20 Ways To Keep Year-Round Abs!"
"Fitness","http://www.sportsunlimitedinc.com/usa-sports-5--olympic-bar.html","USA Sports 5&#39; Olympic Bar"
"Fitness","http://www.sportsunlimitedinc.com/york-rubber-hex-dumbbells.html","York Rubber Hex Dumbbells"
"Fitness","http://www.muscleandstrength.com/workouts/power-muscle-burn-5-day-powerbuilding-split.html?SOCIAL","Power Muscle Burn 5 Day Powerbuilding Split | Muscle &amp; Strength"
"Fitness","http://www.joshspencerfitness.com/the-best-ways-to-gain-mass/","The 5 Best Ways to Gain Mass - Josh Spencer Fitness"
"Fitness","http://www.workoutbox.net/?p=318","25 top tips for how to build muscle mass | Fitness Workouts &amp; Exercises"
"Fitness","http://www.muscleandstrength.com/articles/step-by-step-guide-getting-shredded?=fb","Step By Step Guide To Getting Shredded Beyond Your Wildest Dreams | Muscle &amp; Strength"
"Fitness","http://www.workoutbox.net/?p=309","Squats, deadlifts and your leverages for bodybuilding | Fitness Workouts &amp; Exercises"
"Fitness","http://www.workoutbox.net/?p=306","Ab workouts: don’t be a victim of myths or lies | Fitness Workouts &amp; Exercises"
"Fitness","http://www.workoutbox.net/","Fitness Workouts &amp; Exercises - Your Workoutbox"
"Fitness","http://www.workoutbox.net/?p=142","Skinny Guys Guide to Bulking | Fitness Workouts &amp; Exercises"
"Fitness","http://www.workoutbox.net/?p=277","Overtraining – An Alternative Approach | Fitness Workouts &amp; Exercises"
"Fitness","http://www.workoutbox.net/?p=366","The # 1 Rule You MUST BREAK In Order To Build A Bigger Chest! | Fitness Workouts &amp; Exercises"
"Fitness","http://www.muscleandstrength.com/workouts/10-week-mass-building-program.html?utm_source=social&utm_medium=social&utm_campaign=10week_mass","10 Week Mass Building Program | Muscle &amp; Strength"
"Fitness","http://www.bodybuilding.com/fun/skyrocket-your-strength-and-muscle-gains-in-2-weekly-workouts.html?mcid=facetraining","Bodybuilding.com - Skyrocket Your Strength And Muscle Gains In Two Workouts A Week!"
"Fitness","http://www.workoutbox.net/?p=363","How to Build an Impressive Chest | Fitness Workouts &amp; Exercises"
"Fitness","http://www.flexcart.com/members/elitefts/default.asp?m=PD&cid=114&pid=916","Elite FTS - Blast Straps"
"Fitness","http://www.elitefts.net/","EliteFTS - Powerlifting and Strength Training Products and Knowledge for Lifters, Athletes, Coaches, and Trainers"
"Fitness","http://www.bodybuilding.com/fun/lindsey-renees-dangerous-curves-workout.html?mcid=facetraining","Bodybuilding.com - Lindsey Renee&#39;s Dangerous Curves Workout"
"Fitness","http://www.bodybuildingnfo.com/?p=189","Secrets of nutrition in the iron world | BODYBUILDING (i)NFO"
"Fitness","http://www.workoutbox.net/?p=397","Hardcore Chest Training | Fitness Workouts &amp; Exercises"
"Fitness","http://projectnext.net/?p=204","7 Tips For Massive Arms | Project NEXT"
"Fitness","http://www.bodybuilding.com/fun/radical-gains-get-big-and-strong-with-one-plan.html?mcid=facetraining","Bodybuilding.com - Radical Gains: Get Big And Strong With One Plan!"
"Fitness","http://www.bodybuildingnfo.com/?p=171","How To LOVE Training Your Legs! | BODYBUILDING (i)NFO"
"Fitness","http://www.muscleandstrength.com/workouts/8-week-bench-press-builder?=fb","8 Week Bench Press Builder | Muscle &amp; Strength"
"Fitness","http://www.workoutbox.net/?p=385","Increase Bench Press by doing Push Ups | Fitness Workouts &amp; Exercises"
"Fitness","http://projectnext.net/?p=207","Gain 1 Inch Of Muscle On Your Arms In Thirty Days | Project NEXT"
"Fitness","http://www.bodybuilding.com/fun/gains-with-gadgets-four-fitness-accessories-that-actually-work.html?mcid=facetraining","Bodybuilding.com - Gains With Gadgets: Four Fitness Accessories That Actually Work!"
"Fitness","http://www.muscleandstrength.com/articles/get-big-not-fat-better-approach-build-muscle-bulk.html?=fb","Get Big, Not Fat: A Better Approach To Bulk And Build Muscle | Muscle &amp; Strength"
"Fitness","http://www.workoutbox.net/?p=212","15 Of The Best Potassium Rich Foods | Fitness Workouts &amp; Exercises"
"Fitness","http://www.workoutbox.net/?p=479","Short Shoulder Workout | Fitness Workouts &amp; Exercises"
"Fitness","http://www.bodybuilding.com/fun/powerful-pecs-fred-biggie-smalls-chest-workout.html?mcid=facetraining","Bodybuilding.com - Powerful Pecs: Fred Biggie Smalls Chest Workout"
"Fitness","http://www.bodybuildingnfo.com/?p=285","Clean VS Dirty Bulk | BODYBUILDING (i)NFO"
"Fitness","http://www.workoutbox.net/?p=292","BANNED SUBSTANCES NEWS &amp; PRE-WORKOUTS | Fitness Workouts &amp; Exercises"
"Fitness","http://www.workoutbox.net/?p=280","Supersetting for Real Growth | Fitness Workouts &amp; Exercises"
"Fitness","http://www.bodybuildingnfo.com/?p=248","TRICEPS TRAINING | BODYBUILDING (i)NFO"
"Fitness","https://www.facebook.com/bodybuildingmotivationofficial","Bodybuilding Motivation"
"Fitness","http://www.bodybuilding.com/fun/bodies-of-work.html?mcid=FACEBOW","Bodybuilding.com - Bodies Of Work: Volume 1"
"Fitness","http://www.workoutbox.net/?p=106","Top 5 Best Bicep Exercises | Fitness Workouts &amp; Exercises"
"Fitness","http://www.workoutbox.net/?p=338","TURN YOUR BICEPS INTO CANNONBALLS | Fitness Workouts &amp; Exercises"
"Fitness","http://www.bodybuildingnfo.com/?p=211","Dinosaur Training | BODYBUILDING (i)NFO"
"Fitness","http://www.amazon.com/Dinosaur-Training-Secrets-Strength-Development/dp/B0006RAMBO/ref=sr_1_1?ie=UTF8&qid=1375985578&sr=8-1&keywords=dinosaur+training","Dinosaur Training: Lost Secrets of Strength and Development: Brooks D Kubik: Amazon.com: Books"
"Fitness","http://www.workoutbox.net/?p=59","Lee Priest Workout Routine | Fitness Workouts &amp; Exercises"
"Fitness","http://projectnext.net/?p=61","Seven Push-ups You May Not Know About. | Project NEXT"
"Fitness","http://projectnext.net/?p=78","Workout by Dwayne “The Rock” Johnson | Project NEXT"
"Fitness","http://www.bodybuilding.com/fun/bench-like-a-behemoth-jimmy-kolbs-bigger-bench-split.html?mcid=facetraining","Bodybuilding.com - Bench Like A Behemoth: Jimmy Kolb&#39;s Bigger Bench Split"
"Fitness","http://www.bodybuildingnfo.com/?p=14","CHANGING GRIPS ON THE LOW PULLEY ROWS | BODYBUILDING (i)NFO"
"Fitness","http://www.bodybuilding.com/fun/wbff-champion-shaun-stafford-shares-triset-smash.html?mcid=facetraining","Bodybuilding.com - WBFF Champion Shaun Stafford Shares His Multi-Angle Triset Smash"
"Fitness","http://www.muscleandstrength.com/workouts/beginner-long-cycle-muscle-strength-building-workout","Long Cycle Beginner Muscle And Strength Building Workout | Muscle &amp; Strength"
"Fitness","http://hughesfit.com/august-bsn-blast-of-the-month-penguin/","August BSN Blast of the Month – “Penguin” | HughesFit.com"
"Fitness","http://www.bodybuildingnfo.com/?p=293","5 Foods That Fight Water Retention | BODYBUILDING (i)NFO"
"Fitness","http://www.youtube.com/watch?v=XoMZo7YMAqM","▶ Healthy Recipes: Refreshing Protein Packed Fruit Smoothie - YouTube"
"Fitness","http://www.workoutbox.net/?p=331","SHOULDERS: Arnold’s Front Raise | Fitness Workouts &amp; Exercises"
"Fitness","http://www.bodybuilding.com/fun/5-tips-to-max-out-your-workout-motivation.html?mcid=facemotivation","Bodybuilding.com - 5 Tips To Max Out Your Workout Motivation"
"Fitness","http://www.muscleandstrength.com/workouts/marc-megna-football-training-program-meal-plan","Marc Megna&#39;s Complete Off Season Football Training Workout And Meal Plan | Muscle &amp; Strength"
"Fitness","http://www.bodybuilding.com/fun/body-transformation-fat-loss-beat-down.html?mcid=faceweekly","Bodybuilding.com - Body Transformation: Fat Loss Beat Down!"
"Fitness","http://www.muscleandstrength.com/articles/cardio-muscle-building-mutually-exclusive","Cardio And Muscle Building - Mutually Exclusive Or Synergistic? | Muscle &amp; Strength"
"Fitness","http://www.bodybuildingnfo.com/?p=205","Squats with weights. For or against? | BODYBUILDING (i)NFO"
"Fitness","http://www.muscleandstrength.com/articles/intermittent-fasting-beginner-mistakes","Intermittent Fasting: 3 Basic Mistakes Made By Beginners | Muscle &amp; Strength"
"Fitness","https://www.facebook.com/FIT.exercises/posts/202648139903582","### TOP 10 SUPPLEMENTS: 1.) Whey Protein:... - Fitness Workouts &amp; Exercises"
"Fitness","http://projectnext.net/?p=81","Workout by Mark “Marky Mark” Wahlberg | Project NEXT"
"Fitness","http://www.bodybuildingnfo.com/?p=195","Traction of the upper block to the chest sitting | BODYBUILDING (i)NFO"
"Fitness","http://www.youtube.com/simplyshreddedtv","Miguel Valenzuela - YouTube"
"Fitness","http://www.bodybuilding.com/fun/one-gym-many-roles-be-a-better-trainer.html?mcid=facetraining","Bodybuilding.com - One Gym, Many Roles: Be A Better Trainer"
"Fitness","http://www.bodybuilding.com/fun/pull-up-3-tips-to-master-the-powerful-pull-up.html?mcid=facetraining","Bodybuilding.com - Pull Up! 3 Tips To Master The Powerful Pull-Up"
"Fitness","http://www.bodybuilding.com/fun/musclepharm-workout-music-flo-rida-chady-dunmore-cory-gregory.html?mcid=facemotivation","Bodybuilding.com - MusclePharm Workout Music: Flo Rida, Chady Dunmore, And Cory Gregory"
"Fitness","http://www.muscleandfitness.com/training/tips/lift-doctor-bigger-forearms-less-back-soreness?page=2","Training Tips: Building Bigger Forearms &amp; Reducing Back Soreness After Workout"
"Fitness","http://www.muscleandfitness.com/training/routines/badass-workout-week-burpee-blast","Bad-Ass Workout of the Week: Burpee Push-up Blast | Muscle &amp; Fitness"
"Fitness","http://www.youtube.com/watch?v=UdNYnIoQ2iY&feature=youtu.be","▶ Bigger Arms - Bodybuilder Secrets For Bigger Biceps - YouTube"
"Fitness","https://www.facebook.com/FATGRIPZ","Fat Gripz - The Thick Bar Training Secret Of The Pros (FatGripz.com)"
"Fitness","http://www.forbes.com/sites/insertcoin/2013/09/27/microsofts-most-important-xbox-one-exclusive-so-far-might-be-xbox-fitness/","Microsoft&#39;s Most Important Xbox One Exclusive So Far Might Be &#39;Xbox Fitness&#39; - Forbes"
"Fitness","http://www.muscleandfitness.com/training/chest/bench-press-seminar-2-armed-strength","Chest Workout: Bench Press Seminar 2: Armed for Strength | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/tips/stretching-your-gains","Stretching Your Gains | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/routines/flying-solo","The Solo Workout Routine | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/supplements/recover/bedtime-fuel-muscle-recovery-fat-burning","Bedtime Fuel for Muscle Recovery &amp; Fat Burning | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/arms/5-ways-build-bigger-bis","5 Ways to Build Bigger Bis | Muscle &amp; Fitness"
"Fitness","http://www.workoutbox.net/?p=208","Workout Program by Lazar Angelov | Fitness Workouts &amp; Exercises"
"Fitness","http://www.muscleandfitness.com/supplements/build-muscle/everything-you-need-know-about-human-growth-hormone","Everything You Need to Know About Human Growth Hormone | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/news-and-features/galleries/training/8-tips-world-class-deadlifter","Deadlifting Techniques: 8 Tips from a World Class Deadlifter | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/chest/take-dip","Upper-Body Strength, Dip-Centric Workout Routine | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/shoulders/go-wide-super-sized-shoulders","Delt Training: Get Wider for Super-Sized Shoulders | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/tips/kettlebell-exercises-build-muscle","Kettlebell Training: 3 Kettlebell Exercises for Bigger Muscles | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/videos/raw-training/mf-raw-85-bench-bridge","M&amp;F Raw! #85 - Bench Bridge | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/back/build-back-arnolds","Back Workout: Build A Back Like Arnold&#39;s | Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/abs/moves-and-tips-build-stomach-bricks","Ab Training: Moves and Tips to Build Stomach Bricks| Muscle &amp; Fitness"
"Fitness","http://www.muscleandfitness.com/training/legs/3-old-school-squats","Old School Squat Workout | Muscle &amp; Fitness"
"Fitness","http://www.bodybuilding.com/fun/power-panel-4-deadlifting-cues-from-pro-coaches.html?mcid=facetraining","Bodybuilding.com - Power Panel: 4 Deadlifting Cues From Pro Coaches!"
